70, 	0.3038406
90 0.3410454
110 0.3639469
130,0.3886194
150,0.4228935
170,0.4570045
190,0.4776525
210,0.4846296
230,0.5068712
250,0.54144
270,0.5560236
290,0.552186
310,0.5663881
330,0.5930882
350,0.603837
370,0.6017313
390,0.6287394
410,0.6670265
430,0.6729708
450,0.6613541
470,0.688612
490,0.7429743
510,0.7535076
530,0.7268839
550,0.7453403
570,0.8025932
590,0.8191462
610,0.7835274
630,0.7780256
650,0.8232231
670,0.8438292
690,0.8222418
710,0.8206015
730,0.8542547
750,0.8706484
770,0.8637667
790,0.8751097
810,0.9112873
830,0.9263992
850,0.919404
870,0.9255848
890,0.9670906
910,0.9897709
930,0.9712782
950,0.9617977
970,1.002821
990,1.04359
1010,1.027203
1030,0.9983234
1050,1.024258
1070,1.066559
1090,1.054224
1110,1.027785
1130,1.053378
1150,1.092418
1170,1.079745
1190,1.062572
1210,1.098819
1230,1.135008
1250,1.114737
1270,1.101964
1290,1.156116
1310,1.201318
1330,1.182152
1350,1.145466
1370,1.198508
1390,1.246567
1410,1.211995
1430,1.190845
1450,1.225123
1470,1.262644
1490,1.229362
1510,1.209996
1530,1.256415
1550,1.279239
1570,1.254596
1590,1.268034
1610,1.330726
1630,1.341813
1650,1.32505
1670,1.362126
1690,1.434358
1710,1.442739
1730,1.414037
1750,1.447999
1770,1.523904
1790,1.517073
1810,1.545358
1830,1.6148
1850,1.673859
1870,1.778113
1890,1.916704
1910,2.010017
1930,2.14669
1950,2.510201
1970,2.93575
1990,3.373115
2010,4.208249
2030,5.606654
2050,7.498428
2070,9.469634
2090,9.69571
2110,7.820683
2130,6.037659
2150,4.952614
2170,4.062797
2190,3.297238
2210,2.958983
2230,2.84742
2250,2.579893
2270,2.273705
2290,2.217731
2310,2.241537
2330,2.090005
2350,1.935819
2370,1.989881
2390,2.01898
2410,1.859278
2430,1.781314
2450,1.92075
2470,1.958207
2490,1.78612
2510,1.725286
2530,1.865441
2550,1.896375
2570,1.768361
2590,1.715236
2610,1.768117
2630,1.771909
2650,1.745235
2670,1.754818
2690,1.74057
2710,1.705594
2730,1.743565
2750,1.793695
2770,1.749632
2790,1.69611
2810,1.722471
2830,1.73734
2850,1.697885
2870,1.708234
2890,1.752151
2910,1.70883
2930,1.654144
2950,1.742136
2970,1.83457
2990,1.787551
3010,1.678624
3030,1.726263
3050,1.851498
3070,1.84223
3090,1.73142
3110,1.708491
3130,1.778255
3150,1.806316
3170,1.768884
3190,1.743326
3210,1.743586
3230,1.753388
3250,1.775399
3270,1.804677
3290,1.787106
3310,1.756121
3330,1.776562
3350,1.817013
3370,1.813286
3390,1.781124
3410,1.772148
3430,1.775023
3450,1.771199
3470,1.787738
3490,1.832275
3510,1.843459
3530,1.812472
3550,1.834837
3570,1.929946
3590,1.99335
3610,1.947871
3630,1.875221
3650,1.924163
3670,2.006712
3690,2.001312
3710,1.906855
3730,1.862744
3750,1.908952
3770,1.944071
3790,1.904159
3810,1.861786
3830,1.874231
3850,1.900081
3870,1.905192
3890,1.926596
3910,1.974097
3930,1.990645
3950,1.94489
3970,1.958837
3990,2.083356
4010,2.175457
4030,2.107841
4050,1.999266
4070,2.087149
4090,2.283403
4110,2.309997
4130,2.103661
4150,2.021864
4170,2.21774
4190,2.35583
4210,2.200001
4230,1.991759
4250,2.057007
4270,2.215942
4290,2.159804
4310,2.01076
4330,2.044181
4350,2.144176
4370,2.07725
4390,2.049634
4410,2.234486
4430,2.355374
4450,2.192542
4470,2.091109
4490,2.381912
4510,2.619211
4530,2.427504
4550,2.149365
4570,2.303884
4590,2.612323
4610,2.560863
4630,2.254817
4650,2.17396
4670,2.372868
4690,2.499343
4710,2.416173
4730,2.281452
4750,2.261161
4770,2.374693
4790,2.484592
4810,2.442251
4830,2.311638
4850,2.286639
4870,2.384663
4890,2.402565
4910,2.352178
4930,2.361697
4950,2.369191
4970,2.301346
4990,2.329879
5010,2.517865
5030,2.573242
5050,2.377351
5070,2.292588
5090,2.54209
5110,2.730788
5130,2.569221
5150,2.323956
5170,2.398454
5190,2.624833
5210,2.642695
5230,2.467577
5250,2.357689
5270,2.424478
5290,2.554283
5310,2.602019
5330,2.534816
5350,2.422345
5370,2.427855
5390,2.577808
5410,2.673718
5430,2.570667
5450,2.419128
5470,2.460021
5490,2.639926
5510,2.670662
5530,2.519464
5550,2.432589
5570,2.522622
5590,2.615613
5610,2.576844
5630,2.519342
5650,2.534435
5670,2.558337
5690,2.552998
5710,2.589218
5730,2.663006
5750,2.654401
5770,2.566654
5790,2.575124
5810,2.728214
5830,2.822972
5850,2.722636
5870,2.590591
5890,2.669461
5910,2.872004
5930,2.908637
5950,2.733303
5970,2.637121
5990,2.810086
